,72703,72711,72712,72713,KFVE0
1987-12-26,0,0.49000000953674316,0,0,0
1987-12-27,0,0,1.100000023841858,0,0
1987-12-28,0,0,0,0,0
1987-12-29,0,0,0,0,0
1987-12-30,0,0,0,0,0
1987-12-31,0,0,0,0,0
1988-01-01,0,0,0.7699999809265137,0,1.409999966621399
1988-01-02,0,0,0,0,0
1988-01-03,0,0,0,0,0
1988-01-04,12.869999885559082,6.440000057220459,13.5600004196167,10.420000076293945,16.579999923706055
1988-01-05,0,0,0,1.0299999713897705,0
1988-01-06,0,0,0,0,0
1988-01-07,0,0,0,0,0
1988-01-08,0,0,0,0,2.0199999809265137
1988-01-09,3.4700000286102295,0,1.8799999952316284,1.850000023841858,0
1988-01-10,0,0,0,0,0
1988-01-11,0,0,0,0,0
1988-01-12,0,0,0,0,0
1988-01-13,1.9600000381469727,2.2899999618530273,2,0,3.4100000858306885
1988-01-14,0,0,0,0,0
1988-01-15,0,0,0,0,0
1988-01-16,0,0,0,0,0
1988-01-17,0,0,0,0,0
1988-01-18,12.029999732971191,12.5,13.170000076293945,10.65999984741211,14.119999885559082
1988-01-19,6.460000038146973,7.619999885559082,5.429999828338623,7.460000038146973,0
1988-01-20,3.549999952316284,7.230000019073486,7.409999847412109,5.300000190734863,11.869999885559082
1988-01-21,3.549999952316284,3.049999952316284,0,0,0
1988-01-22,0,0,0,0,0
1988-01-23,0,0,0,0,0
1988-01-24,0,2.9000000953674316,1.840000033378601,1.9299999475479126,3.109999895095825
1988-01-25,6.460000038146973,6.03000020980835,6.360000133514404,5.230000019073486,8.529999732971191
1988-01-26,22.68000030517578,5.440000057220459,11.739999771118164,11.350000381469727,8.65999984741211
1988-01-27,0,0,0,0,0
1988-01-28,0,0,0,0,0
1988-01-29,0,0,0,0,2.890000104904175
1988-01-30,4.5,0,4.130000114440918,3.5399999618530273,4.820000171661377
1988-01-31,0,0,1.2599999904632568,0,1.9900000095367432
1988-02-01,2.009999990463257,6.03000020980835,2.9800000190734863,0,4.53000020980835
1988-02-02,1.7000000476837158,0,2.859999895095825,2.0199999809265137,0
1988-02-03,0,0,0,0,1.4700000286102295
1988-02-04,12.8100004196167,5.139999866485596,9.449999809265137,8.279999732971191,8.350000381469727
1988-02-05,0,0,0,0,0
1988-02-06,0,0,0,0,0
1988-02-07,0,0,0.49000000953674316,0,0
1988-02-08,0,0,1.6399999856948853,1.0700000524520874,2.0399999618530273
1988-02-09,0,0,0,0,2.0799999237060547
1988-02-10,3.8299999237060547,0.49000000953674316,1.6200000047683716,1.3799999952316284,0
1988-02-11,0,0,0,0,0
1988-02-12,10.010000228881836,14.779999732971191,20.959999084472656,17.350000381469727,25.1200008392334
1988-02-13,17.469999313354492,9.6899995803833,14.430000305175781,16.719999313354492,7.630000114440918
1988-02-14,0,0,0,0,3.9100000858306885
1988-02-15,0,10.789999961853027,2.509999990463257,0,3.9700000286102295
1988-02-16,0.75,0,1.149999976158142,0.9900000095367432,2.7799999713897705
1988-02-17,0,0,0,0,0
1988-02-18,0,0,0,0,0
1988-02-19,0,12.960000038146973,0,0,12.670000076293945
1988-02-20,9.180000305175781,7.309999942779541,8.829999923706055,7.539999961853027,6.239999771118164
1988-02-21,0,0,0,0,0
1988-02-22,0,0,0,0,0
1988-02-23,2.140000104904175,0,2.049999952316284,1.7999999523162842,2.7899999618530273
1988-02-24,0,0,0,0,0
1988-02-25,0,0,0,0,0
1988-02-26,1.0299999713897705,0,0,0,0
1988-02-27,0,0,0,0,0
1988-02-28,0,0,0,0,0
1988-02-29,0,0,0,0,0
1988-03-01,0,0,0,0,0
1988-03-02,0,0,0,0,0
1988-03-03,0,0,0,0,0
1988-03-04,1.659999966621399,0,0.3100000023841858,0,0
1988-03-05,0,0,0,0,0
1988-03-06,0,0,0,0,0
1988-03-07,0,0,1.5800000429153442,0,0
1988-03-08,0,0,0,0,0
1988-03-09,2.819999933242798,3.299999952316284,4.289999961853027,3.7200000286102295,3.569999933242798
1988-03-10,3.380000114440918,0,2.3299999237060547,2.799999952316284,0
1988-03-11,0,0,0,0,0
1988-03-12,0,0,0,0,0
1988-03-13,7.380000114440918,8,0,0,0
1988-03-14,0,4.170000076293945,0,0,0
1988-03-15,0,0,0,0,0
1988-03-16,0,0,0,0,0
1988-03-17,0,0,0,0,0
1988-03-18,0,0,0,0,0
1988-03-19,0,0,0,0,0
1988-03-20,1.659999966621399,0,1.5099999904632568,1.4500000476837158,0
1988-03-21,0,0,0,0,0
1988-03-22,0,0,0,0,0
1988-03-23,0,0,0,0,0
1988-03-24,0,0,0,0,0
1988-03-25,0,0,0,0,0
1988-03-26,8.600000381469727,5.510000228881836,12.050000190734863,10.350000381469727,10.949999809265137
1988-03-27,13.329999923706055,2.5799999237060547,8.579999923706055,10.170000076293945,5.679999828338623
1988-03-28,1.8300000429153442,0,0.7699999809265137,1.1299999952316284,0
1988-03-29,0,0,0,0,0
1988-03-30,0,0,0,0,0
1988-03-31,0,0,0,0,0
1988-04-01,0,0,0,0,0
1988-04-02,0,0,0,0,0
1988-04-03,0,2.880000114440918,2.3499999046325684,0,7.75
1988-04-04,2.549999952316284,6.710000038146973,6.289999961853027,4.650000095367432,8.949999809265137
1988-04-05,1.350000023841858,3.6600000858306885,1.9500000476837158,1.149999976158142,0
1988-04-06,0,0,0,0,0
1988-04-07,0,0,0,0,0
1988-04-08,0,0,0,0,0
1988-04-09,0,0,0,0,0
1988-04-10,0,0,2.049999952316284,2.5999999046325684,1.6399999856948853
1988-04-11,0,0,0,0,0
1988-04-12,0,0,0,0,0
1988-04-13,0,0,0,0,0
1988-04-14,0,0,0,0,0
1988-04-15,0,2.7300000190734863,0,0,0
1988-04-16,17.219999313354492,10.640000343322754,12.079999923706055,12.239999771118164,13.470000267028809
1988-04-17,3.880000114440918,4.289999961853027,2.0199999809265137,1.9500000476837158,2.5999999046325684
1988-04-18,2,9.029999732971191,5.860000133514404,3.680000066757202,9.859999656677246
1988-04-19,1.5199999809265137,0,1.75,2.0199999809265137,0
1988-04-20,0,0,0,0,0
1988-04-21,2.5399999618530273,3.759999990463257,2.690000057220459,2.7200000286102295,3.2899999618530273
1988-04-22,3.569999933242798,1.5099999904632568,2.0899999141693115,1.8600000143051147,0
1988-04-23,0,0,0,0,0
1988-04-24,11.140000343322754,8.079999923706055,5.659999847412109,5.989999771118164,7.070000171661377
1988-04-25,8.270000457763672,4.420000076293945,3.0199999809265137,3.6700000762939453,1.350000023841858
1988-04-26,0,6.25,0,0,5.210000038146973
1988-04-27,0,3.2100000381469727,0,0,3.4600000381469727
1988-04-28,0,0,0,0,0
1988-04-29,20.489999771118164,7.579999923706055,11.289999961853027,16.639999389648438,7.889999866485596
1988-04-30,1.649999976158142,3.680000066757202,3.2699999809265137,2,3.1500000953674316
1988-05-01,2.5799999237060547,2.7699999809265137,1.7400000095367432,2.549999952316284,0
1988-05-02,3.4600000381469727,0,0,1.2000000476837158,0
1988-05-03,0,0,0,0,0
1988-05-04,0,0,0,0,0
1988-05-05,0,0,0,0,0
1988-05-06,0,0,0,0,0
1988-05-07,0,0,0,0,0
1988-05-08,0,0,0,0,0
1988-05-09,0,0,0,0,0
1988-05-10,0,0,0,0,0
1988-05-11,7.639999866485596,6.619999885559082,12.819999694824219,12.140000343322754,8.079999923706055
1988-05-12,6.059999942779541,0,3.4600000381469727,6.179999828338623,0
1988-05-13,0,5.849999904632568,2.319999933242798,0,2.0199999809265137
1988-05-14,0,0,0,0,0
1988-05-15,0,0,0,0,0
1988-05-16,0,0.9800000190734863,0,0,1.2599999904632568
1988-05-17,4.139999866485596,6.800000190734863,7.329999923706055,6.380000114440918,14.140000343322754
1988-05-18,0,0,4.619999885559082,7.400000095367432,0
1988-05-19,0,0,0,0,0
1988-05-20,0,0,0,0,0
1988-05-21,0,0.8399999737739563,0,0,0
1988-05-22,0,0,0,0,0
1988-05-23,0,0,1.659999966621399,1.25,2.740000009536743
1988-05-24,0,0,0,0,0
1988-05-25,13.4399995803833,8.579999923706055,12.359999656677246,11.619999885559082,9.989999771118164
1988-05-26,6.440000057220459,9.289999961853027,6.090000152587891,6.670000076293945,8.1899995803833
1988-05-27,0,1.0499999523162842,0,0,0
1988-05-28,0,0,0,0,0
1988-05-29,0,0,0,0,0
1988-05-30,8.0600004196167,0.7900000214576721,5.159999847412109,5.679999828338623,4.860000133514404
1988-05-31,6.820000171661377,0,2.7300000190734863,4.130000114440918,0
1988-06-01,1.840000033378601,1.409999966621399,1.350000023841858,1.5099999904632568,1.1100000143051147
1988-06-02,0,0,0.6000000238418579,0.5199999809265137,0
1988-06-03,0,0,0,0,0
1988-06-04,0,0,0,0,0
1988-06-05,0,1.090000033378601,0.5699999928474426,0,1.2799999713897705
1988-06-06,0,0,0,0,0
1988-06-07,0,0,0,0,0
1988-06-08,0,0,0,0,0
1988-06-09,0,0,0,0,0
1988-06-10,2.1500000953674316,0,2.069999933242798,0,0
1988-06-11,0,0,0,0,0
1988-06-12,0,0,2.619999885559082,4.880000114440918,1.7000000476837158
1988-06-13,0,0,11.779999732971191,5.46999979019165,19.3700008392334
1988-06-14,0,0,4.710000038146973,2.109999895095825,8.149999618530273
1988-06-15,0,0,0,0,0
1988-06-16,0,0,0,0,0
1988-06-17,12.130000114440918,1.8600000143051147,4.860000133514404,5.650000095367432,0
1988-06-18,0,0,0,0,0
1988-06-19,0,0,0,0,0
1988-06-20,10.170000076293945,8.399999618530273,7.53000020980835,8.0600004196167,7.809999942779541
1988-06-21,0,0,0,0,0
1988-06-22,4.119999885559082,8.90999984741211,3.059999942779541,2.5,6
1988-06-23,6.409999847412109,4.460000038146973,1.5,1.7400000095367432,0
1988-06-24,0,0,0,0,0
1988-06-25,6.809999942779541,9.079999923706055,14.720000267028809,11.609999656677246,23.190000534057617
1988-06-26,5.639999866485596,4.369999885559082,3.680000066757202,6.420000076293945,5.010000228881836
1988-06-27,0,0,0,0,0
1988-06-28,0,13.65999984741211,0,0,17.59000015258789
1988-06-29,9.239999771118164,8.859999656677246,8.119999885559082,8.130000114440918,8.34000015258789
1988-06-30,6.690000057220459,9.399999618530273,11.020000457763672,8.739999771118164,11.25
1988-07-01,16.15999984741211,25.850000381469727,10.109999656677246,12.1899995803833,13.289999961853027
1988-07-02,3.119999885559082,0.7799999713897705,3.3399999141693115,4.159999847412109,1.9900000095367432
1988-07-03,3.930000066757202,2.4000000953674316,2.180000066757202,1.7799999713897705,0
1988-07-04,0,0,0,0,0
1988-07-05,0,0,0,0,0
1988-07-06,0,0,0,0,1.5199999809265137
1988-07-07,0,0,4.960000038146973,2.950000047683716,12.260000228881836
1988-07-08,7.449999809265137,5.769999980926514,2.3399999141693115,1.7999999523162842,0
1988-07-09,10.5,11.960000038146973,0,3.8499999046325684,0
1988-07-10,5.46999979019165,12.119999885559082,5.050000190734863,4.110000133514404,3.619999885559082
1988-07-11,6.119999885559082,3.5199999809265137,2.630000114440918,2.450000047683716,2.640000104904175
1988-07-12,4.800000190734863,7.949999809265137,8.75,6.519999980926514,16.520000457763672
1988-07-13,0,0,0,0,0
1988-07-14,9.949999809265137,4.650000095367432,8.170000076293945,7.710000038146973,5.119999885559082
1988-07-15,0,2.9700000286102295,0,0.7200000286102295,0
1988-07-16,1.6799999475479126,1.4700000286102295,5.800000190734863,7.360000133514404,3.630000114440918
1988-07-17,0,0,0,0,0
1988-07-18,0,0.6800000071525574,0,0,0
1988-07-19,4.53000020980835,6.539999961853027,13.489999771118164,12.470000267028809,11.020000457763672
1988-07-20,0,0,0,0,0
1988-07-21,0,0,0,0,0
1988-07-22,0,2.200000047683716,0,0,0
1988-07-23,0,0,0,0,0
1988-07-24,1.6299999952316284,0,0,0,0
1988-07-25,1.9299999475479126,1.649999976158142,0,1.850000023841858,0
1988-07-26,0,0,0,0,0
1988-07-27,2.5799999237060547,3.7699999809265137,0.49000000953674316,0.8999999761581421,3.559999942779541
1988-07-28,11.630000114440918,6.539999961853027,3.809999942779541,6.619999885559082,0
1988-07-29,0,3.2300000190734863,0,0,0
1988-07-30,0,0,0,0,0
1988-07-31,0,0,0,0,0
1988-08-01,0,0,0,0,0
1988-08-02,0,0,0,0,4.679999828338623
1988-08-03,20.200000762939453,14.130000114440918,23.290000915527344,31.649999618530273,14.729999542236328
1988-08-04,7.190000057220459,3.6700000762939453,17.799999237060547,21.209999084472656,8.949999809265137
1988-08-05,0,2.2100000381469727,0,0,4.909999847412109
1988-08-06,0,28.43000030517578,22.18000030517578,14.710000038146973,28.09000015258789
1988-08-07,29.65999984741211,8.9399995803833,14.770000457763672,20.450000762939453,4.860000133514404
1988-08-08,4.480000019073486,2,2.0799999237060547,2.630000114440918,1.690000057220459
1988-08-09,0,2.5,1.3899999856948853,0,3.4600000381469727
1988-08-10,0,0,1.8200000524520874,0,0
1988-08-11,0,0,0,0,0
1988-08-12,0,0,0,0,0
1988-08-13,0,1.809999942779541,5.409999847412109,0,2.190000057220459
1988-08-14,9.010000228881836,17.15999984741211,11.829999923706055,13.109999656677246,10.6899995803833
1988-08-15,10.050000190734863,24.549999237060547,17.299999237060547,15.989999771118164,22.90999984741211
1988-08-16,8.720000267028809,2.309999942779541,9.069999694824219,9.4399995803833,4.570000171661377
1988-08-17,0,1.7200000286102295,2.5199999809265137,0,2.819999933242798
1988-08-18,0,0,0,0,0
1988-08-19,0,0,0,0,2.0399999618530273
1988-08-20,0,0,0,0,0
1988-08-21,3.0799999237060547,0,0.7900000214576721,1,0
1988-08-22,1.5099999904632568,0,1.5199999809265137,1.690000057220459,0
1988-08-23,0,0,0,0,0
1988-08-24,0,11.819999694824219,0,0,4.150000095367432
1988-08-25,22.200000762939453,4.630000114440918,30.809999465942383,29.709999084472656,21.969999313354492
1988-08-26,4.559999942779541,1.5299999713897705,0,4.53000020980835,4.730000019073486
1988-08-27,0,5.639999866485596,0,0,8.739999771118164
1988-08-28,0,5.510000228881836,1.9900000095367432,1.9700000286102295,5.940000057220459
1988-08-29,9.029999732971191,2.9600000381469727,4.559999942779541,5.190000057220459,0
1988-08-30,11.3100004196167,0,4.019999980926514,6.449999809265137,0
1988-08-31,0,0,0,0,0
1988-09-01,0,0,0,0,1.840000033378601
1988-09-02,0,0,3.890000104904175,0,4.289999961853027
1988-09-03,0,0,0,0,0
1988-09-04,0,15.90999984741211,6.880000114440918,0,14.510000228881836
1988-09-05,13.229999542236328,6.880000114440918,9.449999809265137,8.59000015258789,6.869999885559082
1988-09-06,0,2.390000104904175,0,0,0
1988-09-07,0,0,0,0,0
1988-09-08,0,0,0,0,0
1988-09-09,0,0,0,0,0
1988-09-10,0,0,0,0,2.609999895095825
1988-09-11,0,0,0,0,0
1988-09-12,0,0,2.809999942779541,0,8.220000267028809
1988-09-13,5.610000133514404,3.990000009536743,5.989999771118164,6.739999771118164,4.230000019073486
1988-09-14,0,0,2.069999933242798,0,3.200000047683716
1988-09-15,0,0.38999998569488525,0,0,0
1988-09-16,0,0,0,0,0
1988-09-17,0,11.09000015258789,0,0,6.809999942779541
1988-09-18,13.180000305175781,7.440000057220459,13.40999984741211,12.119999885559082,10.90999984741211
1988-09-19,0,3.609999895095825,0.05000000074505806,0,0
1988-09-20,0,5.679999828338623,1.4199999570846558,1.4800000190734863,3.130000114440918
1988-09-21,4.71999979019165,4.150000095367432,4.809999942779541,5.309999942779541,3.309999942779541
1988-09-22,0,0,0,0,0
1988-09-23,0.17000000178813934,3.9200000762939453,1.2599999904632568,0.8799999952316284,2.690000057220459
1988-09-24,0,0,0,0,0
1988-09-25,0,0,0,0,0
1988-09-26,0,0,0,0,0
1988-09-27,0,6.53000020980835,2.2100000381469727,1.6299999952316284,3.490000009536743
1988-09-28,2.2100000381469727,4.260000228881836,1.1699999570846558,1.350000023841858,1.850000023841858
1988-09-29,0,0,0,0,0
1988-09-30,0,0.7900000214576721,0.6800000071525574,0,0
1988-10-01,0,0,0,0,0
1988-10-02,4.460000038146973,26.40999984741211,9.40999984741211,8.109999656677246,18.530000686645508
1988-10-03,8.380000114440918,0,5.440000057220459,5.800000190734863,0
1988-10-04,0,0,0,0,0
1988-10-05,8.350000381469727,6.769999980926514,4.420000076293945,3.7899999618530273,6.550000190734863
1988-10-06,0,0,2.009999990463257,2.1700000762939453,0
1988-10-07,0,0,0,0,0
1988-10-08,0,0,0,0,0
1988-10-09,9.460000038146973,2.680000066757202,12.010000228881836,12.390000343322754,14.210000038146973
1988-10-10,0,1.2400000095367432,0,0.8700000047683716,0
1988-10-11,5.170000076293945,9.109999656677246,3.950000047683716,3.890000104904175,6.579999923706055
1988-10-12,0,0,0,0,0
1988-10-13,0,0,0,0,0
1988-10-14,1.4199999570846558,4.090000152587891,2.4000000953674316,2.4800000190734863,2.619999885559082
1988-10-15,0,0,0,0,0
1988-10-16,0,1.4199999570846558,0,0,0
1988-10-17,0,0,0,0,0
1988-10-18,12.619999885559082,12.970000267028809,13.6899995803833,14.510000228881836,11.100000381469727
1988-10-19,6.760000228881836,4.409999847412109,0,10.84000015258789,0
1988-10-20,0,0,0,0,0
1988-10-21,0,0,0,0,0
1988-10-22,9.4399995803833,7.900000095367432,9.890000343322754,7.239999771118164,13.960000038146973
1988-10-23,7.170000076293945,4.96999979019165,7.860000133514404,10.229999542236328,4.400000095367432
1988-10-24,12.350000381469727,10.880000114440918,8.899999618530273,9.180000305175781,11.84000015258789
1988-10-25,11.649999618530273,6.809999942779541,9.699999809265137,11.949999809265137,0
1988-10-26,0,0,0,0,0
1988-10-27,0,0,0,0,0
1988-10-28,6.690000057220459,3.5399999618530273,5.179999828338623,5.539999961853027,4.269999980926514
1988-10-29,0,0,0,0,0
1988-10-30,0,0,0,0,0
1988-10-31,0,0,0,0,0
1988-11-01,15.449999809265137,11.510000228881836,9.199999809265137,9.920000076293945,10.029999732971191
1988-11-02,23.420000076293945,11.739999771118164,16.690000534057617,18,17.139999389648438
1988-11-03,4.289999961853027,4.190000057220459,3.5899999141693115,3.630000114440918,3.2300000190734863
1988-11-04,0,0,0,0,0
1988-11-05,0,5.659999847412109,1.6399999856948853,0,3.619999885559082
1988-11-06,1.25,5.699999809265137,3.7300000190734863,2.6700000762939453,5.949999809265137
1988-11-07,7.300000190734863,7.440000057220459,11.449999809265137,12.640000343322754,6.789999961853027
1988-11-08,8.300000190734863,2.0299999713897705,6.300000190734863,9.760000228881836,2.859999895095825
1988-11-09,3.950000047683716,1.850000023841858,3.7100000381469727,3.799999952316284,3.2100000381469727
1988-11-10,8.170000076293945,5.340000152587891,5.670000076293945,0,5.360000133514404
1988-11-11,3,0,1.6799999475479126,2.2699999809265137,0
1988-11-12,0,0,0,0,0
1988-11-13,0,11.869999885559082,4.489999771118164,0,8.050000190734863
1988-11-14,3.6700000762939453,9.779999732971191,2.2699999809265137,2.569999933242798,4.289999961853027
1988-11-15,0,0,0,0,0
1988-11-16,0,2.200000047683716,0,0,1.5099999904632568
1988-11-17,7.539999961853027,3.2799999713897705,4.019999980926514,3.819999933242798,5
1988-11-18,0,5.460000038146973,0,0,0
1988-11-19,0,0,0,0,0
1988-11-20,8.100000381469727,17.059999465942383,8.289999961853027,6.480000019073486,12.34000015258789
1988-11-21,18.43000030517578,7.710000038146973,12.920000076293945,12.949999809265137,7.46999979019165
1988-11-22,0,0,0,0,0
1988-11-23,0,0,0,0,0
1988-11-24,0,0,0,0,0
1988-11-25,0,0,0,0,0
1988-11-26,0,0,0,0,0
1988-11-27,0,0,0,0,0
1988-11-28,14.260000228881836,6.679999828338623,14.5600004196167,14.369999885559082,9.729999542236328
1988-11-29,2.4700000286102295,0,0,0,0
1988-11-30,0,0,0,0,1.0399999618530273
1988-12-01,0,0,0,0,0
1988-12-02,0,0,0,0,0
1988-12-03,0,0,0,0,2.059999942779541
1988-12-04,0,0.38999998569488525,0,0,0
1988-12-05,0,0,0,0,0
1988-12-06,0,0,0,0,1.1200000047683716
1988-12-07,0,0,0,0,0
1988-12-08,0,0,0,0,0
1988-12-09,0,0,0,0,0.699999988079071
1988-12-10,0,0,0,0,0
1988-12-11,0,0,0,0,0
1988-12-12,0,0,0,0,0
1988-12-13,0,0,0,0,0
1988-12-14,0,8.4399995803833,2.7100000381469727,3,4.21999979019165
1988-12-15,7.179999828338623,4.570000171661377,7.28000020980835,8.920000076293945,5.349999904632568
1988-12-16,0,0,0,0,0
1988-12-17,0,0,0,0,0
1988-12-18,0.5099999904632568,0,0,0,0
1988-12-19,0,0,0,0,0
1988-12-20,0,0,1.100000023841858,0,2.380000114440918
1988-12-21,0,0,0,0,2.5999999046325684
1988-12-22,0,0,0,0,0
1988-12-23,2.009999990463257,7.03000020980835,3.559999942779541,3.369999885559082,3.7799999713897705
1988-12-24,2.2899999618530273,10.850000381469727,4.28000020980835,3.5899999141693115,7.730000019073486
1988-12-25,5.46999979019165,0,4.650000095367432,5.489999771118164,0
1988-12-26,0,0,0,0,0
1988-12-27,3.9200000762939453,5.550000190734863,3.890000104904175,3.130000114440918,5.900000095367432
1988-12-28,7.28000020980835,6.110000133514404,5.130000114440918,5.590000152587891,3.0399999618530273
1988-12-29,0.9800000190734863,0,0,0,0
1988-12-30,0,0,0,0,1.440000057220459
1988-12-31,,,,,
1989-01-01,0,0,0,0,0
1989-01-02,6.519999980926514,5.769999980926514,6.360000133514404,5.409999847412109,9.010000228881836
1989-01-03,2,0,0.6000000238418579,0,0
1989-01-04,0,0,0,0,0
1989-01-05,0,0,0,0,0
1989-01-06,0,0,0,0,0
1989-01-07,0,0,0,0,0
1989-01-08,5.590000152587891,4.079999923706055,5.590000152587891,6.25,5.21999979019165
1989-01-09,0,0,0,0,0
1989-01-10,0,0,0,0,0
1989-01-11,0,0,0,0,0
1989-01-12,1.8200000524520874,4.199999809265137,2.319999933242798,2.3299999237060547,2.990000009536743
1989-01-13,0,0,0,0,0
1989-01-14,0,0,0,0,0
1989-01-15,3.9800000190734863,1.0199999809265137,0.9300000071525574,0,0
1989-01-16,0,0,0,0,0
1989-01-17,2.559999942779541,3.1500000953674316,0.7200000286102295,0.800000011920929,1.2799999713897705
1989-01-18,0,2.369999885559082,0.5799999833106995,0.9800000190734863,2.049999952316284
1989-01-19,3.859999895095825,2.950000047683716,4.050000190734863,3.4800000190734863,6.539999961853027
1989-01-20,9.949999809265137,8.619999885559082,12.270000457763672,10.619999885559082,11.550000190734863
1989-01-21,6.360000133514404,5.960000038146973,3.880000114440918,5.309999942779541,1.9900000095367432
1989-01-22,0,0,0,0,0
1989-01-23,0,0,0,0,0
1989-01-24,0,0,0,0,0
1989-01-25,0,0,0,0,0
1989-01-26,9.670000076293945,8,7.019999980926514,7.019999980926514,7.409999847412109
1989-01-27,0,0,0,0,0
1989-01-28,0,0,0,0,0
1989-01-29,0,0,0,0,0
1989-01-30,0.800000011920929,0,2.569999933242798,1.659999966621399,3.130000114440918
1989-01-31,0,0,0,0,0.8899999856948853
1989-02-01,0,0,0.23000000417232513,0,3.109999895095825
1989-02-02,0,6.309999942779541,4.519999980926514,4.769999980926514,6.489999771118164
1989-02-03,3.9800000190734863,2.9200000762939453,4.420000076293945,3.5399999618530273,4.449999809265137
1989-02-04,0,0,0,0,0
1989-02-05,0,0,0,0,0
1989-02-06,2.4200000762939453,0,1.1399999856948853,1.159999966621399,1.7400000095367432
1989-02-07,1.2100000381469727,2.5199999809265137,0.5400000214576721,0.800000011920929,0
1989-02-08,0,0,0.6700000166893005,0,2.4700000286102295
1989-02-09,0,0,0,0,0
1989-02-10,0,0,0,0,0
1989-02-11,0,1.5700000524520874,0.6700000166893005,0,1.5
1989-02-12,0,1.5700000524520874,0.25999999046325684,0,1.2100000381469727
1989-02-13,1.7799999713897705,0,0,0,1.559999942779541
1989-02-14,5.099999904632568,0,1.1799999475479126,1,0
1989-02-15,9.449999809265137,6.559999942779541,5.159999847412109,4.889999866485596,5.369999885559082
1989-02-16,1.4900000095367432,0,0.3499999940395355,0,0
1989-02-17,0,0,0,0,0
1989-02-18,0,0,0,0,0
1989-02-19,0,0,0,0,1.590000033378601
1989-02-20,0,0,0,0,0
1989-02-21,19.3799991607666,15.600000381469727,12.510000228881836,12.449999809265137,14.079999923706055
1989-02-22,2.299999952316284,0,0,0,2.180000066757202
1989-02-23,0,0,0,0,0
1989-02-24,0,0,0,0,0
1989-02-25,6.409999847412109,0.800000011920929,2.9800000190734863,3.990000009536743,2.1600000858306885
1989-02-26,0,0,0,0,0
1989-02-27,0,0,0,0,0
1989-02-28,0,0,0,0,0
1989-03-01,0,0,0.8899999856948853,0,0
1989-03-02,0,0,0,0,0
1989-03-03,0,0,0,0,0
1989-03-04,6.269999980926514,9.34000015258789,5.739999771118164,7.679999828338623,6.289999961853027
1989-03-05,8.59000015258789,6.170000076293945,4.360000133514404,4.690000057220459,2.430000066757202
1989-03-06,0,0,0,0,0
1989-03-07,0,0,0,0,0
1989-03-08,0,0,0,0,0
1989-03-09,0,0,0,0,0
1989-03-10,0,0,0,0,0
1989-03-11,0,0,0,0,0
1989-03-12,0,0,0,0,0
1989-03-13,0,0,0,0,0
1989-03-14,0,0,0,0,0
1989-03-15,3.4700000286102295,2.5399999618530273,3.950000047683716,3.6600000858306885,4.949999809265137
1989-03-16,0,0,0,0,1.9900000095367432
1989-03-17,0,3,1.4900000095367432,2.180000066757202,4.289999961853027
1989-03-18,8.09000015258789,5.679999828338623,3.440000057220459,3.2699999809265137,5.820000171661377
1989-03-19,0,0,0,0,0
1989-03-20,0,4.03000020980835,0,5.150000095367432,5.420000076293945
1989-03-21,8.739999771118164,2.549999952316284,4.119999885559082,3.130000114440918,0
1989-03-22,0,0,0,0,0
1989-03-23,0,0,0,0,0
1989-03-24,0,0,0,0,0
1989-03-25,2.6500000953674316,0,0.4699999988079071,0,2.2699999809265137
1989-03-26,0,0,0,0,0
1989-03-27,0,0,1.1799999475479126,1.840000033378601,3.7100000381469727
1989-03-28,5.099999904632568,0,4.929999828338623,7.230000019073486,7.090000152587891
1989-03-29,0,12.130000114440918,0,0,0
1989-03-30,6.559999942779541,0,3.5799999237060547,5.21999979019165,3.940000057220459
1989-03-31,5.579999923706055,9.84000015258789,4.679999828338623,4.5,11.210000038146973
1989-04-01,5.519999980926514,13.199999809265137,5.75,5.789999961853027,7.28000020980835
1989-04-02,0,0,0,0,0
1989-04-03,3.630000114440918,2.390000104904175,1.1699999570846558,1.559999942779541,0
1989-04-04,7.550000190734863,6.139999866485596,2.6600000858306885,3.1600000858306885,2.609999895095825
1989-04-05,5.679999828338623,3.9700000286102295,5.409999847412109,4.869999885559082,7.010000228881836
1989-04-06,26.420000076293945,9.40999984741211,17.200000762939453,16.780000686645508,15.8100004196167
1989-04-07,5.039999961853027,3.7300000190734863,2.2899999618530273,4.619999885559082,2.059999942779541
1989-04-08,9.789999961853027,0.8299999833106995,4.860000133514404,4.880000114440918,5.360000133514404
1989-04-09,0,0,0,0,0
1989-04-10,3.240000009536743,0,0,0,0
1989-04-11,2.9600000381469727,0,0,0,0
1989-04-12,0,0,0,0,0
1989-04-13,0,0,0,0,0
1989-04-14,0,0,0,0,0
1989-04-15,0,2.0799999237060547,1.2000000476837158,0,3.569999933242798
1989-04-16,5.710000038146973,0,1.2200000286102295,2.309999942779541,0
1989-04-17,1.4600000381469727,3.690000057220459,0,0,4.300000190734863
1989-04-18,4.989999771118164,1.2899999618530273,7.369999885559082,6.920000076293945,6.840000152587891
1989-04-19,0,0,0,0,0
1989-04-20,0,0,0,0,0
1989-04-21,0,2.8299999237060547,1.7000000476837158,3.5199999809265137,0
1989-04-22,12.319999694824219,4.800000190734863,7.480000019073486,8.579999923706055,4.400000095367432
1989-04-23,3.5999999046325684,0,0,0.15000000596046448,0
1989-04-24,0,0,0,0,0
1989-04-25,0,0,0,0,0
1989-04-26,0,0,0,0,0
1989-04-27,0,0,0,0,0
