,72703,72711,72712,72713,KFVE0
2014-01-09,0,0,0,0,0
2014-01-10,0,0,0,0,0
2014-01-11,25.889999389648438,19.239999771118164,27.229999542236328,32.22999954223633,19.469999313354492
2014-01-12,7.849999904632568,0,5.590000152587891,11.800000190734863,0.5
2014-01-13,0,3.009999990463257,0,0,0
2014-01-14,15.640000343322754,7.650000095367432,12.770000457763672,12.899999618530273,7.869999885559082
2014-01-15,9.460000038146973,0,0,0,0
2014-01-16,0,2.490000009536743,1.7799999713897705,1.5800000429153442,0.8899999856948853
2014-01-17,2.630000114440918,0,3.5299999713897705,3.680000066757202,2.5799999237060547
2014-01-18,0,0,0,0,0
2014-01-19,5.300000190734863,7.420000076293945,3.4600000381469727,2.7899999618530273,2.930000066757202
2014-01-20,0,0,0,0,0
2014-01-21,0,0,0,0,0
2014-01-22,0,0,0,0,0
2014-01-23,0,0,0,0,0
2014-01-24,0,0,0,0,0
2014-01-25,10.130000114440918,4.809999942779541,10.84000015258789,7.739999771118164,7.960000038146973
2014-01-26,4.289999961853027,0,2.6700000762939453,2.190000057220459,0.41999998688697815
2014-01-27,7.800000190734863,7.800000190734863,8.899999618530273,7.369999885559082,6.550000190734863
2014-01-28,0,0,0,0,0
2014-01-29,0,0,0,0,0
2014-01-30,0,0,0,0,0
2014-01-31,0,0,0,0,0
2014-02-01,6.389999866485596,6.789999961853027,7.75,8.869999885559082,5.849999904632568
2014-02-02,6.159999847412109,0,5.170000076293945,7.239999771118164,2.799999952316284
2014-02-03,0,0,0,0,0
2014-02-04,0,0,0,0,0
2014-02-05,1.5800000429153442,1.7100000381469727,0,0,0
2014-02-06,0,0,0,0,0
2014-02-07,0,0,0,0,0
2014-02-08,0,0,0,0,0
2014-02-09,0,0.5400000214576721,0,0,0
2014-02-10,0,0,0,0,0
2014-02-11,0,0,0,0,0
2014-02-12,0,0,0,0,0
2014-02-13,10.40999984741211,17.389999389648438,9.699999809265137,11.390000343322754,6.650000095367432
2014-02-14,16.56999969482422,10.770000457763672,14.390000343322754,13.779999732971191,13.390000343322754
2014-02-15,6.639999866485596,4.769999980926514,7.829999923706055,8.6899995803833,4.489999771118164
2014-02-16,3.1600000858306885,0,5.269999980926514,6.190000057220459,2.430000066757202
2014-02-17,0,0,0,0,0
2014-02-18,0,4.110000133514404,0,0,0
2014-02-19,3.8399999141693115,3.549999952316284,5.630000114440918,5.489999771118164,3.930000066757202
2014-02-20,2.940000057220459,0,2.7300000190734863,3.490000009536743,1.190000057220459
2014-02-21,4.670000076293945,17.639999389648438,8.279999732971191,6.230000019073486,9.770000457763672
2014-02-22,5.400000095367432,0,0,2.4600000381469727,0
2014-02-23,0,1.440000057220459,0,0,0
2014-02-24,0,1.9299999475479126,1.350000023841858,2.5999999046325684,0
2014-02-25,0,0,0,0,0
2014-02-26,0,2.0799999237060547,4.929999828338623,12.050000190734863,0.6499999761581421
2014-02-27,0,1.4500000476837158,0,0,0
2014-02-28,0,0,0,0,0
2014-03-01,0.7799999713897705,2.7300000190734863,0.9599999785423279,0.6800000071525574,0.949999988079071
2014-03-02,0,0,0,0,0
2014-03-03,0,0,0,0,0
2014-03-04,0,0,0,0,0
2014-03-05,0,0,0,0,0
2014-03-06,0,0,0,0,0
2014-03-07,0,0,0,0,0
2014-03-08,0,0,0,0,0
2014-03-09,0,0.5199999809265137,0,0,0
2014-03-10,0,3.7200000286102295,0,0,0
2014-03-11,2.740000009536743,1.1200000047683716,2.9600000381469727,2.2100000381469727,1.559999942779541
2014-03-12,12.569999694824219,25,15.920000076293945,15.390000343322754,11.279999732971191
2014-03-13,12.640000343322754,4.789999961853027,11.399999618530273,11.880000114440918,6.070000171661377
2014-03-14,0,7.329999923706055,4.900000095367432,6.260000228881836,1.309999942779541
2014-03-15,1.9700000286102295,0,3.7200000286102295,1.5800000429153442,3.049999952316284
2014-03-16,0,0,0,0,0
2014-03-17,0,0,0,0,0
2014-03-18,0,0,0,0,0
2014-03-19,0,7.130000114440918,0,0,0
2014-03-20,23.530000686645508,13,19.170000076293945,17.950000762939453,15.760000228881836
2014-03-21,0,0,2.0199999809265137,1.3700000047683716,1.6100000143051147
2014-03-22,5.659999847412109,8.949999809265137,3.700000047683716,3.4000000953674316,2.619999885559082
2014-03-23,0,0,1.4900000095367432,1.0399999618530273,1.2300000190734863
2014-03-24,0,0,0,0,0
2014-03-25,0,0,0,0,0
2014-03-26,1.4299999475479126,0,1.350000023841858,1.0700000524520874,0
2014-03-27,0,0,0,0,0
2014-03-28,2.7699999809265137,4.909999847412109,3.319999933242798,3.440000057220459,3.069999933242798
2014-03-29,7.380000114440918,5.199999809265137,0,0,0
2014-03-30,22.540000915527344,14,15.869999885559082,19.989999771118164,12.920000076293945
2014-03-31,0,0,0,0,0
2014-04-01,0,0,0,0,0
2014-04-02,0,0,0,0,0
2014-04-03,0,0,0,0,0
2014-04-04,0,10,0,0,0
2014-04-05,8.329999923706055,8.180000305175781,9.760000228881836,7.96999979019165,9.319999694824219
2014-04-06,0.49000000953674316,0,1.2599999904632568,0.41999998688697815,0.699999988079071
2014-04-07,0,10.380000114440918,0,0,0
2014-04-08,14.729999542236328,4.650000095367432,12.670000076293945,11.800000190734863,12.869999885559082
2014-04-09,0,0,1.399999976158142,0.3199999928474426,0
2014-04-10,0,0,0,0,0
2014-04-11,0,0,0,0,0
2014-04-12,0,0,0,0,0
2014-04-13,6.989999771118164,18.010000228881836,13.90999984741211,13.430000305175781,12.25
2014-04-14,9.869999885559082,1.5199999809265137,3.940000057220459,7.449999809265137,0.949999988079071
2014-04-15,13.029999732971191,14.3100004196167,14.8100004196167,15.520000457763672,12.729999542236328
2014-04-16,16.040000915527344,0,9.760000228881836,14.170000076293945,5.760000228881836
2014-04-17,0,0,0,0,0
2014-04-18,0,0,0,0,0
2014-04-19,0,0,0,0,0
2014-04-20,0,0,0,0,0
2014-04-21,0,0,0,0,0
2014-04-22,7.519999980926514,10.479999542236328,10.449999809265137,9.850000381469727,12.34000015258789
2014-04-23,13.460000038146973,3.559999942779541,15.609999656677246,16.479999542236328,13.569999694824219
2014-04-24,14.819999694824219,2.9000000953674316,15.930000305175781,15.850000381469727,13.8100004196167
2014-04-25,0,0,0,0,0
2014-04-26,0,7.920000076293945,0,0,0
2014-04-27,1.9199999570846558,1.649999976158142,0.4699999988079071,0.23999999463558197,0
2014-04-28,3.119999885559082,0,0,1,0
2014-04-29,0,0,0,0,0
2014-04-30,0,8.65999984741211,0,0,0
2014-05-01,12.279999732971191,5.25,10.329999923706055,11.59000015258789,8.399999618530273
2014-05-02,0.9599999785423279,2.9800000190734863,2.3499999046325684,2.190000057220459,0
2014-05-03,0,0.8600000143051147,0.6100000143051147,0.4699999988079071,1.600000023841858
2014-05-04,7.710000038146973,5.610000133514404,3.5799999237060547,2.7100000381469727,7.489999771118164
2014-05-05,3.4000000953674316,0.9300000071525574,2.2899999618530273,1.909999966621399,3.430000066757202
2014-05-06,0,0,0,0,0
2014-05-07,0,0,0,0,0
2014-05-08,0,0,0,0,0
2014-05-09,1.0199999809265137,5.480000019073486,2.140000104904175,1.8700000047683716,3.9100000858306885
2014-05-10,4.809999942779541,1.600000023841858,5.119999885559082,4.650000095367432,6.860000133514404
2014-05-11,1.8200000524520874,0.4099999964237213,2.2100000381469727,1.600000023841858,4.170000076293945
2014-05-12,1.4500000476837158,0.6700000166893005,1.2599999904632568,1.2200000286102295,2.059999942779541
2014-05-13,0,0.9900000095367432,0,0,0
2014-05-14,2,1.6100000143051147,1.690000057220459,2.440000057220459,1.399999976158142
2014-05-15,0,0,0,0,0
2014-05-16,0,4.800000190734863,0,0,0
2014-05-17,1.7100000381469727,16.1200008392334,7.460000038146973,6.619999885559082,9.850000381469727
2014-05-18,19.40999984741211,1.7899999618530273,17.510000228881836,19.81999969482422,11.739999771118164
2014-05-19,14.149999618530273,1.559999942779541,14.25,13.890000343322754,14.130000114440918
2014-05-20,3.4200000762939453,1.7400000095367432,6.059999942779541,4.190000057220459,8.369999885559082
2014-05-21,0.2199999988079071,1.6299999952316284,1.7300000190734863,0.6499999761581421,4.579999923706055
2014-05-22,0.8100000023841858,3.5299999713897705,1.4299999475479126,1.149999976158142,3.059999942779541
2014-05-23,0,0,0,0,0
2014-05-24,0,0.4399999976158142,0,0,0
2014-05-25,0,1.75,8.479999542236328,9.020000457763672,4.96999979019165
2014-05-26,8.289999961853027,0.09000000357627869,6.119999885559082,6.739999771118164,4.989999771118164
2014-05-27,0,10.539999961853027,0,0,0
2014-05-28,0,0,0,0,0
2014-05-29,0,0,0,0,0
2014-05-30,0,4.980000019073486,3.819999933242798,5.03000020980835,3.559999942779541
2014-05-31,0,0,0,0,0
2014-06-01,0,0,0,0,0
2014-06-02,0,0,0,0,0
2014-06-03,0,0,0,0,0
2014-06-04,1.8200000524520874,10.65999984741211,1.2999999523162842,1.2300000190734863,1.809999942779541
2014-06-05,5.119999885559082,8.170000076293945,4.380000114440918,5.21999979019165,3.5799999237060547
2014-06-06,8.479999542236328,1.590000033378601,11.770000457763672,11.489999771118164,12.109999656677246
2014-06-07,0,0,0,0,0
2014-06-08,0,0,0,0,0
2014-06-09,0,0,0,0,0
2014-06-10,10.539999961853027,5.21999979019165,0,0,0
2014-06-11,0,0,0,0,0
2014-06-12,8.210000038146973,30.360000610351562,6.449999809265137,6.010000228881836,7.809999942779541
2014-06-13,12.619999885559082,11.479999542236328,9.4399995803833,9.6899995803833,9.220000267028809
2014-06-14,11.329999923706055,4.130000114440918,8.020000457763672,7.349999904632568,6.710000038146973
2014-06-15,0,0,0,0,0
2014-06-16,0,0.23999999463558197,0,0,0
2014-06-17,0,7.28000020980835,0,0,0
2014-06-18,12.699999809265137,4.53000020980835,10.5,10.850000381469727,5.840000152587891
2014-06-19,0,0,0,0,0
2014-06-20,0,0,0,0,0
2014-06-21,0,0,0,0,0
2014-06-22,5.210000038146973,0,5.429999828338623,10.979999542236328,0
2014-06-23,0,0,0,0,0
2014-06-24,10.0600004196167,26.649999618530273,15.140000343322754,13.829999923706055,28.700000762939453
2014-06-25,14.029999732971191,8.210000038146973,9.579999923706055,9.529999732971191,11.34000015258789
2014-06-26,11.760000228881836,0,0,3.5999999046325684,0
2014-06-27,0,0,0,0,0
2014-06-28,0,0,0,0,0
2014-06-29,0,0,0,0,0
2014-06-30,0,0,0,0,0
2014-07-01,0,0,0,0,0
2014-07-02,2.2799999713897705,0,4.860000133514404,7.869999885559082,0
2014-07-03,3.2100000381469727,25.979999542236328,15.829999923706055,13.699999809265137,12.460000038146973
2014-07-04,21.450000762939453,12.529999732971191,31.489999771118164,31.780000686645508,18.389999389648438
2014-07-05,75.58999633789062,0.10000000149011612,48.75,53.849998474121094,27.030000686645508
2014-07-06,1.9199999570846558,1.1699999570846558,3.0799999237060547,0,0
2014-07-07,2.930000066757202,4.400000095367432,4.360000133514404,0,4.610000133514404
2014-07-08,0,0.6800000071525574,1.4199999570846558,0,1.5499999523162842
2014-07-09,0,0,0.7900000214576721,0.38999998569488525,1.6200000047683716
2014-07-10,0,0,0,0,0
2014-07-11,0,0,0,0,0
2014-07-12,0,0,0,0,0
2014-07-13,2.5999999046325684,4.420000076293945,2.359999895095825,1.3899999856948853,9.819999694824219
2014-07-14,5.710000038146973,0,0,0,0
2014-07-15,9.65999984741211,13.720000267028809,5.900000095367432,0,5.929999828338623
2014-07-16,24.3799991607666,9,7.289999961853027,5.639999866485596,12
2014-07-17,0,0,0,0,0
2014-07-18,0,0,0,0,0
2014-07-19,0,0,0,0,0
2014-07-20,0,0,0,0,0
2014-07-21,0,0,0,0,0
2014-07-22,0,0,0,0,0
2014-07-23,1.6399999856948853,4.809999942779541,7.619999885559082,1.8899999856948853,6.460000038146973
2014-07-24,1,0,0,0,0
2014-07-25,0,0,0,0,0
2014-07-26,0,0,0,0,0
2014-07-27,2.450000047683716,23.309999465942383,8.09000015258789,7.489999771118164,18.84000015258789
2014-07-28,4.78000020980835,55.2400016784668,20.8700008392334,20.25,29.93000030517578
2014-07-29,0.8199999928474426,1.3700000047683716,8.220000267028809,9.100000381469727,9.130000114440918
2014-07-30,0,1.6799999475479126,3.859999895095825,3.5399999618530273,0
2014-07-31,0,7.420000076293945,2.890000104904175,2.5199999809265137,8.399999618530273
2014-08-01,0,1.590000033378601,0,0,2.25
2014-08-02,0,3.990000009536743,0,0,0
2014-08-03,0,0,0,0,0
2014-08-04,9.5,0.8600000143051147,8.9399995803833,5.519999980926514,7.650000095367432
2014-08-05,4.139999866485596,0,2.450000047683716,0.4000000059604645,3.3499999046325684
2014-08-06,9.260000228881836,0,0,0,0
2014-08-07,0,0.5199999809265137,0,0,0
2014-08-08,1.2000000476837158,2.890000104904175,2.130000114440918,0.8700000047683716,2.2699999809265137
2014-08-09,0,0,0,0,0
2014-08-10,0,5.420000076293945,0,0,0
2014-08-11,0,0,0,0,0
2014-08-12,0,0,0,0,0
2014-08-13,8.729999542236328,25.479999542236328,0,0,5.670000076293945
2014-08-14,20.360000610351562,4.75,17.209999084472656,17.15999984741211,13.600000381469727
2014-08-15,0,0.009999999776482582,0.5899999737739563,0,0
2014-08-16,1.559999942779541,3.880000114440918,6.409999847412109,4.75,4.989999771118164
2014-08-17,3.049999952316284,4.239999771118164,1.649999976158142,1.649999976158142,0.7099999785423279
2014-08-18,0,0,0,0,0
2014-08-19,0,0,0,0,0
2014-08-20,0,0,0,0,0
2014-08-21,0,0,0,0,0
2014-08-22,0,0,0,0,0
2014-08-23,0,0,0,0,0
2014-08-24,0,0,0,0,0
2014-08-25,0,0,0,0,0
2014-08-26,0,0,0,0,0
2014-08-27,0,0.27000001072883606,0,0,0
2014-08-28,1.0099999904632568,0,0.8299999833106995,0.6700000166893005,0.699999988079071
2014-08-29,0,0,0,0,0
2014-08-30,0,6.260000228881836,0,0,0
2014-08-31,0.6200000047683716,2.8499999046325684,3.859999895095825,2.7899999618530273,5.130000114440918
2014-09-01,0,5.510000228881836,1.659999966621399,1.7799999713897705,1.1799999475479126
2014-09-02,2.7799999713897705,30.780000686645508,9.859999656677246,9.4399995803833,8.960000038146973
2014-09-03,4.070000171661377,0,19.670000076293945,14.109999656677246,18.299999237060547
2014-09-04,0,0,0,0,0
2014-09-05,0,6.769999980926514,0,0,0
2014-09-06,13.800000190734863,7.090000152587891,6.809999942779541,4.980000019073486,9.329999923706055
2014-09-07,0,0,0,0,0
2014-09-08,0,0,0,0,0
2014-09-09,0,0,0,0,0
2014-09-10,0,0,0,0,0
2014-09-11,8.640000343322754,10.779999732971191,8.100000381469727,8.350000381469727,7.860000133514404
2014-09-12,0,0,0,0,0
2014-09-13,2.1600000858306885,7.320000171661377,4.800000190734863,4.070000171661377,6.340000152587891
2014-09-14,1.090000033378601,0,1.4700000286102295,0.7300000190734863,2.4000000953674316
2014-09-15,0,0.36000001430511475,0,0,0
2014-09-16,1.1699999570846558,0.8100000023841858,3.430000066757202,2.9800000190734863,3.309999942779541
2014-09-17,0,4.190000057220459,1.590000033378601,0.8399999737739563,3.309999942779541
2014-09-18,0,0,0,0,0
2014-09-19,0,0,0,0,0
2014-09-20,0,0.2800000011920929,1.8600000143051147,0.7599999904632568,3.180000066757202
2014-09-21,0.20999999344348907,5.909999847412109,0.7599999904632568,0,2.6500000953674316
2014-09-22,1.3799999952316284,1.0700000524520874,3.5399999618530273,2.690000057220459,5.510000228881836
2014-09-23,0.18000000715255737,0,0.6399999856948853,0.17000000178813934,1.2400000095367432
2014-09-24,0,0,0,0,0
2014-09-25,0,0,0,0,0
2014-09-26,0,0,0,0,0
2014-09-27,0,0,0,0,0
2014-09-28,0,0,0,0,0
2014-09-29,0,7.940000057220459,2.359999895095825,1.2200000286102295,6.050000190734863
2014-09-30,0,0,0,0,0
2014-10-01,0,0,0,0,0
2014-10-02,0,0,0,0,0
2014-10-03,0,0,0,0,0
2014-10-04,4.110000133514404,16.790000915527344,4.079999923706055,3.3299999237060547,7.070000171661377
2014-10-05,12.770000457763672,5.139999866485596,15.359999656677246,13.9399995803833,20.010000228881836
2014-10-06,0,0,0,0,0
2014-10-07,4.480000019073486,9.90999984741211,7.269999980926514,7,4.489999771118164
2014-10-08,24.850000381469727,11.920000076293945,21.3700008392334,21.739999771118164,16.639999389648438
2014-10-09,0.8399999737739563,1.090000033378601,0.9100000262260437,0.3400000035762787,0
2014-10-10,0,0,0,0,0
2014-10-11,0,0,0,0,0
2014-10-12,0,0,0,0,0
2014-10-13,0,0,0,0,0
2014-10-14,0,0,0,0,0
2014-10-15,0,0,0,0,2.5
2014-10-16,10.649999618530273,20.459999084472656,7.769999980926514,10.350000381469727,5.369999885559082
2014-10-17,48.54999923706055,19.479999542236328,42.09000015258789,43.470001220703125,37.130001068115234
2014-10-18,2.380000114440918,11.199999809265137,8.529999732971191,8.010000228881836,7.71999979019165
2014-10-19,4.300000190734863,0,0,0,0
2014-10-20,0,0,0,0,0
2014-10-21,0,0,0,0,0
2014-10-22,6.440000057220459,0.9599999785423279,0,0,0
2014-10-23,16.229999542236328,16.389999389648438,9.100000381469727,9.430000305175781,5.789999961853027
2014-10-24,24.350000381469727,4.28000020980835,19.989999771118164,20.979999542236328,13.970000267028809
2014-10-25,4.170000076293945,5.940000057220459,3.940000057220459,3.309999942779541,2.630000114440918
2014-10-26,3.700000047683716,3.2899999618530273,3.930000066757202,3.25,2.9800000190734863
2014-10-27,0.46000000834465027,0,0.5400000214576721,0.18000000715255737,0.3100000023841858
2014-10-28,0,5.960000038146973,0.9399999976158142,0,0.8799999952316284
2014-10-29,5.539999961853027,1.3600000143051147,4.289999961853027,3.4200000762939453,4.550000190734863
2014-10-30,0,0,0,0,0
2014-10-31,0,0,0,0,0
2014-11-01,3.9600000381469727,0,2.299999952316284,2.9700000286102295,0
2014-11-02,26.8700008392334,0,17.25,20.09000015258789,8.100000381469727
2014-11-03,0,0,0,0,0
2014-11-04,0,7.960000038146973,4.340000152587891,0,4.139999866485596
2014-11-05,1.4900000095367432,1.3200000524520874,6.28000020980835,5.179999828338623,5.570000171661377
2014-11-06,8,9.350000381469727,5.5,4.739999771118164,6.130000114440918
2014-11-07,14.460000038146973,5.989999771118164,18.31999969482422,18.559999465942383,12.729999542236328
2014-11-08,0,0,0,0,0
2014-11-09,0,0,0,0,0
2014-11-10,0,0,0,0,0
2014-11-11,0,0.3199999928474426,0,0,0
2014-11-12,1.9299999475479126,4.989999771118164,3.140000104904175,3.109999895095825,3.509999990463257
2014-11-13,1.4199999570846558,0,0,1.5299999713897705,0
2014-11-14,0,0,0,0,0
2014-11-15,0,0,0,0,0
2014-11-16,0,3.3499999046325684,0,0,0.27000001072883606
2014-11-17,11.380000114440918,13.640000343322754,9.5600004196167,11.90999984741211,7.139999866485596
2014-11-18,0,0,0,6.980000019073486,0
2014-11-19,0,1.1299999952316284,0,0,0
2014-11-20,0,2.490000009536743,1.75,0,0.6899999976158142
2014-11-21,0,0,0,0,0
2014-11-22,0,0,2.25,0,1.090000033378601
2014-11-23,0,0,0,0,0
2014-11-24,10.029999732971191,17.959999084472656,9.069999694824219,9.050000190734863,10.140000343322754
2014-11-25,0,0,0,4.699999809265137,0
2014-11-26,14.050000190734863,7.349999904632568,10.760000228881836,13.529999732971191,5.599999904632568
2014-11-27,10.40999984741211,0,7.25,9.270000457763672,2.9800000190734863
2014-11-28,0,0.9800000190734863,0,0,0
2014-11-29,0,2.5199999809265137,0,0,1.090000033378601
2014-11-30,0.6499999761581421,2.0299999713897705,1.9299999475479126,1.5700000524520874,1.2999999523162842
2014-12-01,0,0,1.059999942779541,0.6399999856948853,0.6700000166893005
2014-12-02,0,7.159999847412109,4.5,0,2.2799999713897705
2014-12-03,11.960000038146973,3.4000000953674316,7.260000228881836,7.510000228881836,5.300000190734863
2014-12-04,0,0,0.9700000286102295,1.0800000429153442,0
2014-12-05,0,1.6399999856948853,0,0,0
2014-12-06,8.119999885559082,1.7599999904632568,3.8399999141693115,4.25,1.9299999475479126
2014-12-07,0,0,0,0,0
2014-12-08,0,0,0,0,0
2014-12-09,9.890000343322754,17.239999771118164,14.989999771118164,18.1200008392334,10.75
2014-12-10,43.459999084472656,17.1299991607666,33.65999984741211,39.13999938964844,25.170000076293945
2014-12-11,13,6.25,10.649999618530273,12.329999923706055,6.630000114440918
2014-12-12,7.989999771118164,3.359999895095825,8.279999732971191,8.010000228881836,5.760000228881836
2014-12-13,0,1.6399999856948853,1.0499999523162842,0.8100000023841858,0.07999999821186066
2014-12-14,0,0,0,0,0
2014-12-15,0,0,0,0,0
2014-12-16,0,0,1.4800000190734863,0,0
2014-12-17,14.800000190734863,17.59000015258789,16.309999465942383,16.200000762939453,10.579999923706055
2014-12-18,13.510000228881836,5.690000057220459,11.600000381469727,12.850000381469727,5.809999942779541
2014-12-19,0,0,0,0,0
2014-12-20,0,0,0,0,0
2014-12-21,0,0,0,0,0
2014-12-22,0,0,0,0,0
2014-12-23,0,1.4700000286102295,0,0,0
2014-12-24,14.220000267028809,26.520000457763672,18.15999984741211,15.9399995803833,18.09000015258789
2014-12-25,14.380000114440918,4.599999904632568,10.729999542236328,9.869999885559082,9.319999694824219
2014-12-26,0,0,0,0,0
2014-12-27,0,5.420000076293945,0,0,0
2014-12-28,2.9000000953674316,1.1799999475479126,2.049999952316284,1.6799999475479126,2.109999895095825
2014-12-29,0,0,0,0,0
2014-12-30,0,0,0,0,0
2014-12-31,0,0,0,0,0
2015-01-01,0,4.650000095367432,0,0,0
2015-01-02,0,0,0.9399999976158142,0.7799999713897705,0.6700000166893005
2015-01-03,5.889999866485596,12.039999961853027,7.900000095367432,8.489999771118164,6.289999961853027
2015-01-04,9.350000381469727,11.170000076293945,12.710000038146973,12.510000228881836,10.819999694824219
2015-01-05,0,0,0,0,0
2015-01-06,0,0.7599999904632568,0,0,0.019999999552965164
2015-01-07,0,1.5199999809265137,0.5099999904632568,0.11999999731779099,0.8899999856948853
2015-01-08,0,3.009999990463257,0,0,0
2015-01-09,1.600000023841858,1.7599999904632568,1.5199999809265137,0.9700000286102295,2.0399999618530273
2015-01-10,0,0,0,0,0
2015-01-11,0,1.590000033378601,0,0,0
2015-01-12,6.039999961853027,3.109999895095825,5.5,5.059999942779541,2.990000009536743
2015-01-13,0,0,0,0,0
2015-01-14,0,0,0,0,0
2015-01-15,1.1399999856948853,1.8200000524520874,0,0,0
2015-01-16,2.2100000381469727,0.9100000262260437,3.450000047683716,4.920000076293945,1.309999942779541
2015-01-17,0,0,0,0,0
2015-01-18,4.050000190734863,11.449999809265137,5.599999904632568,6.010000228881836,4.590000152587891
2015-01-19,8.619999885559082,0,5.179999828338623,5.5,3.8499999046325684
2015-01-20,0,0,0,0,0
2015-01-21,0,0,0,0,0
2015-01-22,0,0,0,0,0
2015-01-23,0,0,0,0,0
2015-01-24,2.9700000286102295,1.5199999809265137,1.2799999713897705,1.590000033378601,0
2015-01-25,0,0,0,0,0
2015-01-26,0,0,0,0,0
2015-01-27,12.170000076293945,9.859999656677246,11.010000228881836,12.40999984741211,5.03000020980835
2015-01-28,4.360000133514404,0,3.7899999618530273,5.429999828338623,0.05000000074505806
2015-01-29,0,3.5199999809265137,0,0,0
2015-01-30,5.269999980926514,7.429999828338623,8.470000267028809,7.539999961853027,6.269999980926514
2015-01-31,3.200000047683716,0,4.429999828338623,4.909999847412109,1.7400000095367432
2015-02-01,0,0,0,0,0
2015-02-02,4.75,3.6500000953674316,3.880000114440918,4.179999828338623,2.369999885559082
2015-02-03,0,0,0,2.430000066757202,0
2015-02-04,1.0399999618530273,5.739999771118164,1.6699999570846558,1.5800000429153442,1.0099999904632568
2015-02-05,2.990000009536743,0,1.440000057220459,1.559999942779541,0
2015-02-06,0,0.6600000262260437,0,0,0
2015-02-07,0,0,0,0,0
2015-02-08,0,1.649999976158142,0,0,0
2015-02-09,0,0,0,0,0
2015-02-10,0,0,0,0,0
2015-02-11,0,0,0,0,0
2015-02-12,0,3.049999952316284,0.5299999713897705,0.6200000047683716,0.8199999928474426
2015-02-13,0,0,0,0,0
2015-02-14,0,0,1.2599999904632568,2.200000047683716,0
2015-02-15,7.900000095367432,2.490000009536743,4.889999866485596,5.699999809265137,2.130000114440918
2015-02-16,0,0,0,0,0
2015-02-17,0,0,0,0,0
2015-02-18,0,0,0,0,0
2015-02-19,9.300000190734863,11.210000038146973,12.130000114440918,12.460000038146973,7.650000095367432
2015-02-20,0.5600000023841858,0,3.3399999141693115,2.7100000381469727,2.069999933242798
2015-02-21,4.869999885559082,4.829999923706055,3.640000104904175,3.859999895095825,1.8899999856948853
2015-02-22,2.359999895095825,0,1.1799999475479126,1.2899999618530273,0
2015-02-23,0,0,0.5199999809265137,0.46000000834465027,0
2015-02-24,0,0,0,0,0
2015-02-25,3.630000114440918,0,5.059999942779541,7.71999979019165,1.7100000381469727
2015-02-26,0,0,0,0,0
2015-02-27,0,0,0,0,0
2015-02-28,0,0,0,0,0
2015-03-01,0,1.1799999475479126,0,0,0
2015-03-02,0.6499999761581421,1.7400000095367432,1.6299999952316284,1.2699999809265137,0
2015-03-03,3.930000066757202,5.929999828338623,5.460000038146973,5.550000190734863,3.809999942779541
2015-03-04,0,0,2.880000114440918,2.7899999618530273,1.1699999570846558
2015-03-05,0,0,0,0,0
2015-03-06,0,0,0,0,0
2015-03-07,0,0,0,0,0
2015-03-08,0,0,0.8700000047683716,0.8299999833106995,0.46000000834465027
2015-03-09,0,1.8799999952316284,1.2300000190734863,1.350000023841858,0.5899999737739563
2015-03-10,0,0,0,0,0
2015-03-11,0,0,0,0,0
2015-03-12,0,0,0,0,0
2015-03-13,0,0,0,0,0
2015-03-14,0.6100000143051147,24.1299991607666,0,0,0
2015-03-15,9.369999885559082,8.9399995803833,11.800000190734863,13.729999542236328,5.449999809265137
2015-03-16,0,0,0,0,0
2015-03-17,7.449999809265137,8.279999732971191,8.350000381469727,7.849999904632568,5.309999942779541
2015-03-18,2.490000009536743,0,1.9199999570846558,2.7699999809265137,0
2015-03-19,0,0,0,0,0
2015-03-20,0,0,0,0,0
2015-03-21,0.9800000190734863,5.53000020980835,3.619999885559082,3.3299999237060547,3.809999942779541
2015-03-22,0.7799999713897705,0,2.490000009536743,2.2699999809265137,2.25
2015-03-23,0,0,0,0,0
2015-03-24,0,0,0,0,0
2015-03-25,0,0,0,0,0
2015-03-26,2.740000009536743,4.5,0,0,0
2015-03-27,0,0,0,0,0
2015-03-28,0,0,0,0,0
2015-03-29,0,0,0,0,0
2015-03-30,0.27000001072883606,3.640000104904175,1.9700000286102295,1.7699999809265137,1.1299999952316284
2015-03-31,0,0,0,0.5199999809265137,0
2015-04-01,0,0,0,0,0
2015-04-02,0,3.7100000381469727,2.5999999046325684,2.609999895095825,1.7799999713897705
2015-04-03,0,8.289999961853027,3.7699999809265137,3.3499999046325684,3.2699999809265137
2015-04-04,7.28000020980835,6.110000133514404,10.65999984741211,10.75,6.670000076293945
2015-04-05,0,0,0.8700000047683716,0,0.25999999046325684
2015-04-06,0,0.46000000834465027,0,0,0
2015-04-07,0,0,0,0,0
2015-04-08,0,0,0,0,0
2015-04-09,0,8.649999618530273,0,0,0
2015-04-10,13.529999732971191,10.960000038146973,11.260000228881836,10.550000190734863,10.920000076293945
2015-04-11,0,0,0,0,0
2015-04-12,0,0,0,0,0
2015-04-13,0,1.7699999809265137,1.0700000524520874,0,0.8399999737739563
2015-04-14,1.7000000476837158,0,1.090000033378601,0.9100000262260437,0.8600000143051147
2015-04-15,0,0,0,0,0
2015-04-16,0,0,0,0,0
2015-04-17,0,0,2.380000114440918,2.380000114440918,0
2015-04-18,0,0,0,0,0
2015-04-19,0,0,0,0,0
2015-04-20,1.7000000476837158,5.909999847412109,3.3399999141693115,2.740000009536743,3.559999942779541
