,468T8,49HYF,72677,72768,72769,72770,72772,72773,72774,72775,72776,72777,72779,74230,7QWEU,9Y709,FZIS8,GBAB3,H5X3C,J5D8P,J893H,JOVI3,K8S00,KBHK0,KBZN0,KCII0,KEKS0,KGDV0,KGFA0,KJDN0,KLVM0,KLWT0,KM750,KOLF0,KPO10,KPWD0,KS590,KS710,KS850,KSDY0,KWYS0,MDSMM,MRYDA,OBMJ4,U1K6U,V83LW,WLH1H,XEEN8
2023-02-02,0,0,0,0,0,0,0.545799970626831,0,1.1256999969482422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1695999950170517,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5478999614715576,0,0,0,0,0,0,0,0,0,0,0
2023-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03229999914765358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.469599962234497,0,0,0,0,0,0,0
2023-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9164999723434448,0,0,0,0,0,0,0.1850000023841858,0,0.008700000122189522,0,0,0,0.33709999918937683,0,0,0,0,0,0,0,0,0,0.10080000013113022,0,0,0,1.2978999614715576,0,0,0,0,0,0,0
2023-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2821999788284302,0,0,0,0,0,0,0,0,0.5205999612808228,0,0,0,0,0,0,0
2023-02-07,0,0,0,0,0,0.28369998931884766,0.011699999682605267,0.7798999547958374,0,0,0,0,0.9161999821662903,0,0,0,0.41119998693466187,0.48479998111724854,0,0,0.39890000224113464,0,1.1875,0,0.438400000333786,0,0.562999963760376,0,0,0,0,0,0,0,0,0,4.069399833679199,0,0,0,0,0,0,0,0,0.0015999999595806003,0,0
2023-02-08,0.006099999882280827,0,0,0,0,0,0,0,0,0,0,0.02029999904334545,0,0,0,1.0375999212265015,0.13439999520778656,0.20839999616146088,0.8264999985694885,0,0,0.8468999862670898,1.9981999397277832,0,0,0,0.0016999999061226845,0,0,0.4041999876499176,0,1.2479000091552734,0,0,0,1.2486000061035156,0,0.5959999561309814,0,0,1.897499918937683,0.431799978017807,1.0335999727249146,0,0,0,0,0
2023-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013299999758601189,0,0,0,0.002199999988079071,0,0,0,0,0,0,0
2023-02-11,0,0,0,0,0,0,0.010799999348819256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-12,0,0.43799999356269836,0,0,0,0,0.3658999800682068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47360000014305115,0,0,0,0,0,0,1.1282999515533447,0,0,0,0
2023-02-13,2.7574000358581543,6.218400001525879,3.936499834060669,0,0,1.8336999416351318,3.69569993019104,1.0591999292373657,6.627999782562256,1.0537999868392944,1.0537999868392944,0,1.7918999195098877,2.453699827194214,4.8572998046875,1.692699909210205,1.1966999769210815,1.0271999835968018,6.682600021362305,5.655299663543701,0,2.4970998764038086,3.5038998126983643,2.0500998497009277,8.510000228881836,0,6.81749963760376,1.9057999849319458,4.038700103759766,0.6419999599456787,8.238200187683105,5.079799652099609,0,0,0,0,1.4351999759674072,0,0,0,2.686699867248535,2.2463998794555664,1.8574999570846558,2.521199941635132,0.8826999664306641,4.069399833679199,0,4.290899753570557
2023-02-14,0.5403000116348267,4.849800109863281,4.025599956512451,0,0,0,2.7388999462127686,3.1633999347686768,3.90939998626709,0.9752999544143677,0.9752999544143677,0,1.3549000024795532,2.065199851989746,2.698199987411499,0,0.5018999576568604,0.3675999939441681,0.0017999999690800905,1.483799934387207,1.1888999938964844,0.5485999584197998,1.1165000200271606,2.151399850845337,2.600100040435791,0,0.015399999916553497,0,0.37629997730255127,0,3.692699909210205,0,0,0,0,0,0.587399959564209,0,0,0,2.1701998710632324,0.01679999940097332,0.01730000041425228,0,0.26249998807907104,0,0,0.2563999891281128
2023-02-15,0,0,0,0,0,0,1.9548999071121216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024000000208616257,0,0,0,0,0,0,0,0,0,0,0.4092999994754791,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-16,0,0,0,0,0,0,1.031000018119812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32189998030662537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1062999963760376,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0999000072479248,0,0,0,0.016699999570846558,0,0,0,0,0,0,0
2023-02-18,1.3931999206542969,0.8172999620437622,0.11490000039339066,0.4074999988079071,0,0,0.5012999773025513,0.46069997549057007,0,0,0,0,0.029199998825788498,0,0.7645999789237976,0.4900999963283539,0.4528999924659729,0.41749998927116394,0.7407999634742737,0,0,1.206399917602539,0.03779999911785126,0,0,0.010900000110268593,1.309499979019165,0,0.17569999396800995,0,2.4948999881744385,1.6952999830245972,0,0,0,0,0.6279999613761902,0,0,0,2.3348000049591064,0.349700003862381,0.7904999852180481,0,0.44039997458457947,0,0.08879999816417694,0.7307999730110168
2023-02-19,3.9828999042510986,0.14880000054836273,0.9835000038146973,0,1.0153999328613281,0.14299999177455902,0.15789999067783356,2.7884998321533203,0.8640999794006348,2.724900007247925,2.724900007247925,0,0,1.0841000080108643,0.1508999913930893,3.1106998920440674,3.1920998096466064,2.797499895095825,5.80649995803833,4.986299991607666,1.0074999332427979,4.969399929046631,2.3401999473571777,0,0,2.065199851989746,1.5403000116348267,0,3.5254998207092285,0,0.04910000041127205,7.727599620819092,0.616599977016449,0,0,0.6247000098228455,0.00039999998989515007,0,0,0,5.148299694061279,3.668599843978882,3.2637999057769775,4.191199779510498,1.7297999858856201,0.33649998903274536,4.413099765777588,5.295499801635742
